,Age,Fare,Parch,PassengerId,Pclass,SibSp,Survived,Is_Master,Name_title_level,PassengerId_10,PassengerId_100,Age_5,Age_10,Age_15,Age_20,Age_child,Cabin_nan,Relation_sum,Singleton,SmallFamily,LargeFamily,SibSpAge_rate,ParchAge_rate,Cabin_num,Name_len,Imp_ticket_fst_h,Imp_ticket_fst_m,Imp_ticket_fst_l,Ticket_common,Fare_avg,Fare_avg_7,Fare_avg_13,Fare_level,Imp_ticket_pre,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Cabin_prefix_A,Cabin_prefix_B,Cabin_prefix_C,Cabin_prefix_D,Cabin_prefix_E,Cabin_prefix_F,Cabin_prefix_G,Cabin_prefix_N,Cabin_prefix_T,Pclass_embarked_C_1,Pclass_embarked_C_2,Pclass_embarked_C_3,Pclass_embarked_Q_1,Pclass_embarked_Q_2,Pclass_embarked_Q_3,Pclass_embarked_S_1,Pclass_embarked_S_2,Pclass_embarked_S_3,Ticket_has_prefix_0,Ticket_has_prefix_1,Ticket_prefix_A.,Ticket_prefix_A./5.,Ticket_prefix_A.5.,Ticket_prefix_A/4,Ticket_prefix_A/4.,Ticket_prefix_A/5,Ticket_prefix_A/5.,Ticket_prefix_A/S,Ticket_prefix_A4.,Ticket_prefix_AQ/3.,Ticket_prefix_AQ/4,Ticket_prefix_C,Ticket_prefix_C.A.,Ticket_prefix_C.A./SOTON,Ticket_prefix_CA,Ticket_prefix_CA.,Ticket_prefix_F.C.,Ticket_prefix_F.C.C.,Ticket_prefix_Fa,Ticket_prefix_LP,Ticket_prefix_NaN,Ticket_prefix_P/PP,Ticket_prefix_PC,Ticket_prefix_PP,Ticket_prefix_S.C./A.4.,Ticket_prefix_S.C./PARIS,Ticket_prefix_S.O./P.P.,Ticket_prefix_S.O.C.,Ticket_prefix_S.O.P.,Ticket_prefix_S.P.,Ticket_prefix_S.W./PP,Ticket_prefix_SC,Ticket_prefix_SC/A.3,Ticket_prefix_SC/A4,Ticket_prefix_SC/AH,Ticket_prefix_SC/PARIS,Ticket_prefix_SC/Paris,Ticket_prefix_SCO/W,Ticket_prefix_SO/C,Ticket_prefix_SOTON/O.Q.,Ticket_prefix_SOTON/O2,Ticket_prefix_SOTON/OQ,Ticket_prefix_STON/O,Ticket_prefix_STON/O2.,Ticket_prefix_STON/OQ.,Ticket_prefix_SW/PP,Ticket_prefix_W./C.,Ticket_prefix_W.E.P.,Ticket_prefix_W/C,Ticket_prefix_WE/P,Ticket_first_1,Ticket_first_2,Ticket_first_3,Ticket_first_4,Ticket_first_5,Ticket_first_6,Ticket_first_7,Ticket_first_8,Ticket_first_9,Ticket_first_A,Ticket_first_C,Ticket_first_F,Ticket_first_L,Ticket_first_P,Ticket_first_S,Ticket_first_W,Pclass_sex_female_1,Pclass_sex_female_2,Pclass_sex_female_3,Pclass_sex_male_1,Pclass_sex_male_2,Pclass_sex_male_3
207,26.0,18.7875,0,208,3,0,1,0,1,20,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,27,1,1,0,2,9.39375,1.0,0.0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,16.0,7.75,0,209,3,0,1,0,2,20,2,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,25,1,0,0,1,7.75,1.0,0.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209,40.0,31.0,0,210,1,0,1,0,1,21,2,8,4,2,2,0,1,0,1,0,0,0.0,0.0,1,16,1,0,0,1,31.0,4.0,2.0,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,24.0,7.05,0,211,3,0,0,0,1,21,2,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,14,0,1,0,1,7.05,1.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
211,35.0,21.0,0,212,2,0,1,0,2,21,2,7,3,2,1,0,0,0,1,0,0,0.0,0.0,0,26,0,0,0,2,10.5,1.0,0.0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
212,22.0,7.25,0,213,3,0,0,0,1,21,2,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,22,0,0,1,1,7.25,1.0,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
213,30.0,13.0,0,214,2,0,0,0,1,21,2,6,3,2,1,0,0,0,1,0,0,0.0,0.0,0,27,1,1,0,1,13.0,1.0,1.0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,29.0,7.75,0,215,3,1,0,0,1,21,2,5,2,1,1,0,0,1,0,1,0,3.4482758620689653,0.0,0,19,1,0,0,1,7.75,1.0,0.0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,31.0,113.275,0,216,1,1,1,0,2,21,2,6,3,2,1,0,1,1,0,1,0,3.225806451612903,0.0,1,23,1,0,0,3,37.75833333333333,5.0,2.0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
216,27.0,7.925,0,217,3,0,1,0,2,21,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,22,0,1,0,1,7.925,1.0,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
217,42.0,27.0,0,218,2,1,0,0,1,21,2,8,4,2,2,0,0,1,0,1,0,2.380952380952381,0.0,0,28,1,1,0,2,13.5,1.0,1.0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,32.0,76.2917,0,219,1,0,1,0,2,21,2,6,3,2,1,0,1,0,1,0,0,0.0,0.0,1,21,1,0,0,2,38.14585,5.0,2.0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,30.0,10.5,0,220,2,0,0,0,1,22,2,6,3,2,1,0,0,0,1,0,0,0.0,0.0,0,18,0,0,1,1,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
220,16.0,8.05,0,221,3,0,1,0,1,22,2,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,30,0,1,0,1,8.05,1.0,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
221,27.0,13.0,0,222,2,0,0,0,1,22,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,20,1,1,0,1,13.0,1.0,1.0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,51.0,8.05,0,223,3,0,0,0,1,22,2,10,5,3,2,0,0,0,1,0,0,0.0,0.0,0,23,1,1,0,1,8.05,1.0,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,29.0,7.8958,0,224,3,0,0,0,1,22,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,20,1,0,0,1,7.8958,1.0,0.0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,38.0,90.0,0,225,1,1,1,0,1,22,2,7,3,2,1,0,1,1,0,1,0,2.631578947368421,0.0,1,28,1,0,0,2,45.0,6.0,3.0,8,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,22.0,9.35,0,226,3,0,0,0,1,22,2,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,28,0,0,1,1,9.35,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
226,19.0,10.5,0,227,2,0,1,0,1,22,2,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,25,0,1,0,1,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
227,20.5,7.25,0,228,3,0,0,0,1,22,2,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,31,0,0,1,1,7.25,1.0,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
228,18.0,13.0,0,229,2,0,0,0,1,22,2,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,25,1,1,0,1,13.0,1.0,1.0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229,22.0,25.4667,1,230,3,3,0,0,2,23,2,4,2,1,1,0,0,4,0,1,0,13.636363636363635,4.545454545454546,0,23,0,0,1,5,5.0933399999999995,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,35.0,83.475,0,231,1,1,1,0,3,23,2,7,3,2,1,0,1,1,0,1,0,2.857142857142857,0.0,1,44,1,0,0,2,41.7375,5.0,3.0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231,29.0,7.775,0,232,3,0,0,0,1,23,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,24,1,0,0,1,7.775,1.0,0.0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,59.0,13.5,0,233,2,0,0,0,1,23,2,11,5,3,2,0,0,0,1,0,0,0.0,0.0,0,25,1,1,0,1,13.5,1.0,1.0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,5.0,31.3875,2,234,3,4,1,0,2,23,2,1,0,0,0,1,0,6,0,0,1,80.0,40.0,0,30,1,0,0,7,4.483928571428572,0.0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,24.0,10.5,0,235,2,0,0,0,1,23,2,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,33,0,0,1,1,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
235,22.0,7.55,0,236,3,0,0,0,2,23,2,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,28,0,0,1,1,7.55,1.0,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
236,44.0,26.0,0,237,2,1,0,0,1,23,2,8,4,2,2,0,0,1,0,1,0,2.272727272727273,0.0,0,17,1,1,0,2,13.0,1.0,1.0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,8.0,26.25,2,238,2,0,1,0,2,23,2,1,0,0,0,1,0,2,0,1,0,0.0,25.0,0,32,0,0,1,3,8.75,1.0,0.0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
238,19.0,10.5,0,239,2,0,0,0,1,23,2,3,1,1,0,0,0,0,1,0,0,0.0,0.0,0,31,1,1,0,1,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,33.0,12.275,0,240,2,0,0,0,1,24,2,6,3,2,1,0,0,0,1,0,0,0.0,0.0,0,22,0,1,0,1,12.275,1.0,0.0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
240,22.0,14.4542,0,241,3,1,0,0,2,24,2,4,2,1,1,0,0,1,0,1,0,4.545454545454546,0.0,0,21,1,1,0,2,7.2271,1.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,22.0,15.5,0,242,3,1,1,0,2,24,2,4,2,1,1,0,0,1,0,1,0,4.545454545454546,0.0,0,30,1,0,0,2,7.75,1.0,0.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
242,29.0,10.5,0,243,2,0,0,0,1,24,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,31,0,0,1,1,10.5,1.0,0.0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
243,22.0,7.125,0,244,3,0,0,0,1,24,2,4,2,1,1,0,0,0,1,0,0,0.0,0.0,0,29,0,1,0,1,7.125,1.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
244,30.0,7.225,0,245,3,0,0,0,1,24,2,6,3,2,1,0,0,0,1,0,0,0.0,0.0,0,20,1,1,0,1,7.225,1.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,44.0,90.0,0,246,1,2,0,0,4,24,2,8,4,2,2,0,1,2,0,1,0,4.545454545454546,0.0,1,27,1,0,0,3,30.0,4.0,2.0,8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,25.0,7.775,0,247,3,0,0,0,2,24,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,37,1,0,0,1,7.775,1.0,0.0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
247,24.0,14.5,2,248,2,0,1,0,3,24,2,4,2,1,1,0,0,2,0,1,0,0.0,8.333333333333332,0,31,1,1,0,2,7.25,1.0,0.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
248,37.0,52.5542,1,249,1,1,1,0,1,24,2,7,3,2,1,0,1,2,0,1,0,2.7027027027027026,2.7027027027027026,1,29,1,0,0,2,26.2771,3.0,2.0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,54.0,26.0,0,250,2,1,0,0,4,25,2,10,5,3,2,0,0,1,0,1,0,1.8518518518518516,0.0,0,29,1,1,0,2,13.0,1.0,1.0,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
250,29.0,7.25,0,251,3,0,0,0,1,25,2,5,2,1,1,0,0,0,1,0,0,0.0,0.0,0,22,1,0,0,1,7.25,1.0,0.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
